"Popullsia dhe ekonomitë familjare sipas vendbanimeve në komunën e  Kaçanikut, 1948-2011"

"vendbanimi";"1948 Popullsia";"1953 Popullsia";"1961 Popullsia";"1971 Popullsia";"1981 Popullsia";"1991 Popullsia";"2011 Popullsia"
"KAÇANIK";12997;14406;15734;19284;25028;30981;33409
