"Popullsia dhe ekonomitë familjare sipas vendbanimeve në komunën e  Mamushës, 1948-2011"

"vendbanimi";"1948 Popullsia";"1953 Popullsia";"1961 Popullsia";"1971 Popullsia";"1981 Popullsia";"1991 Popullsia";"2011 Popullsia"
"MAMUSHË";1352;1500;1590;2038;2752;3297;5507
