"Popullsia dhe ekonomitë familjare sipas vendbanimeve në komunën e Lipjanit, 1948-2011"

"vendbanimi";"1948 Popullsia";"1953 Popullsia";"1961 Popullsia";"1971 Popullsia";"1981 Popullsia";"1991 Popullsia";"2011 Popullsia"
"LIPJAN";24916;27891;33119;42553;52538;64077;57605
