"Popullsia dhe ekonomitë familjare sipas vendbanimeve në komunën e Kamenicë, 1948-2011"

"vendbanimi";"1948 Popullsia";"1953 Popullsia";"1961 Popullsia";"1971 Popullsia";"1981 Popullsia";"1991 Popullsia";"2011 Popullsia"
"KAMENICË";29937;31843;34064;37475;40325;45013;36085
