"Popullsia dhe ekonomitë familjare sipas vendbanimeve në komunën e Pejës, 1948-2011"

"vendbanimi";"1948 Popullsia";"1953 Popullsia";"1961 Popullsia";"1971 Popullsia";"1981 Popullsia";"1991 Popullsia";"2011 Popullsia"
"PEJË";46750;53280;66656;90124;111071;127796;96450
