"Popullsia dhe ekonomitë familjare sipas vendbanimeve në komunën e Graçanicës, 1948-2011"

"vendbanimi";"1948 Popullsia";"1953 Popullsia";"1961 Popullsia";"1971 Popullsia";"1981 Popullsia";"1991 Popullsia";"2011 Popullsia"
"GRAÇANICË";9046;10037;11809;12327;14060;25176;10675
