"Popullsia dhe ekonomitë familjare sipas vendbanimeve në komunën e Gllogocit, 1948-2011"

"vendbanimi";"1948 Popullsia";"1953 Popullsia";"1961 Popullsia";"1971 Popullsia";"1981 Popullsia";"1991 Popullsia";"2011 Popullsia"
"GLLOGOC";16177;17683;21125;28188;39141;53618;58531
