"Popullsia dhe ekonomitë familjare sipas vendbanimeve në komunën e Ranillugës, 1948-2011"

"vendbanimi";"1948 Popullsia";"1953 Popullsia";"1961 Popullsia";"1971 Popullsia";"1981 Popullsia";"1991 Popullsia";"2011 Popullsia"
"RANILLUG";6044;6451;7122;7088;6446;6057;3866
