"Popullsia dhe ekonomitë familjare sipas vendbanimeve në komunën e Leposaviqit, 1948-2011"

"vendbanimi";"1948 Popullsia";"1953 Popullsia";"1961 Popullsia";"1971 Popullsia";"1981 Popullsia";"1991 Popullsia";"2011 Popullsia"
"LEPOSAVIQ";14949;17015;19006;18124;16906;16395;13773
