"Popullsia dhe Ekonomitë Familjare sipas vendbanimeve në komunën e Ferizajt, 1948-2011"

"vendbanimi";"1948 Popullsia";"1953 Popullsia";"1961 Popullsia";"1971 Popullsia";"1981 Popullsia";"1991 Popullsia";"2011 Popullsia"
"FERIZAJ";30596;34561;41881;59140;83945;113668;108810
