"Popullsia dhe ekonomitë familjare sipas vendbanimeve në komunën e Istogut, 1948-2011"

"vendbanimi";"1948 Popullsia";"1953 Popullsia";"1961 Popullsia";"1971 Popullsia";"1981 Popullsia";"1991 Popullsia";"2011 Popullsia"
"ISTOG";25292;28555;33779;41009;50104;57261;39289
