"Popullsia dhe ekonomitë familjare sipas vendbanimeve në komunën e  Fushë Kosovës, 1948-2011"

"vendbanimi";"1948 Popullsia";"1953 Popullsia";"1961 Popullsia";"1971 Popullsia";"1981 Popullsia";"1991 Popullsia";"2011 Popullsia"
"FUSHË KOSOVË";7073;8137;11119;19678;28367;33921;34827
