"Popullsia dhe ekonomitë familjare sipas vendbanimeve në komunën e Obiliqit, 1948-2011"

"vendbanimi";"1948 Popullsia";"1953 Popullsia";"1961 Popullsia";"1971 Popullsia";"1981 Popullsia";"1991 Popullsia";"2011 Popullsia"
"OBILIQ";9263;11011;14961;21188;26595;31627;21549
